Id,Label,timeset,act_type,act_nat,colour,componentnumber,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,strongcompnum,clustering,eigencentrality
NATO,NATO,,military,NA,"#FFA910",0,6,0,6,7,0,7,0,0,0,0,0.018808,0,64,0.002063,39,0.033333,0.090871
Cameron David,Cameron David,,former states(wo)men,UNITED KINGDOM,"#E879A3",0,1,0,1,1,0,1,0,0,0,0,0.015075,0,27,0.000401,112,0,0.027816
Saudi Arabia,Saudi Arabia,,whole polities,SAUDI ARABIA,"#E0C52F",0,1,0,1,1,0,1,0,0,0,0,0.012224,0,71,0.000478,169,0,0.067745
EU Citizens,EU Citizens,,the general public,EUROPEAN UNION,"#5C9A5C",3,2,0,2,2,0,2,0,0,0,0,0,0,50,0.000713,282,0,0.002619
CHP,CHP,,political parties,TURKEY,"#D16D79",0,2,0,2,2,0,2,0,0,0,0,0.00392,0,33,0.000531,206,0,0.003015
European Parliament Committee on Petitions,European Parliament Committee on Petitions,,legislative,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.011159,0,51,0.00033,179,0,0.004965
Tesla,Tesla,,employers organisations and firms,UNITED STATES,"#EF7DB1",0,1,0,1,1,0,1,0,0,0,0,0.010812,0,27,0.000333,198,0,0.015287
Direction Régionale de Police Judiciaire de Paris,Direction Régionale de Police Judiciaire de Paris,,police and internal security agencies,FRANCE,"#6A886D",4,1,0,1,1,0,1,0,0,0,0,0,0,2,0.000489,287,0,0.00131
Italian Ministry of Defence,Italian Ministry of Defence,,government/executive,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.007668,0,3,0.000308,189,0,0.009597
NGO Mediterranea,NGO Mediterranea,,solidarity and human rights organisations,ITALY,"#B85D6F",5,1,0,1,1,0,1,0,0,0,0,0,0,4,0.000489,292,0,0.00131
French Parliament,French Parliament,,legislative,FRANCE,"#6A886D",6,1,0,1,1,0,1,0,0,0,0,0,0,5,0.000489,296,0,0.00131
Bulgarian workers,Bulgarian workers,,unions and employees,BULGARIA,"#3983AC",0,1,0,1,1,0,1,0,0,0,0,0.003551,0,70,0.00032,300,0,0.00131
Fidesz,Fidesz,,political parties,HUNGARY,"#7F6D85",0,3,0,3,3,0,3,0,0,0,0,0.014382,0,71,0.000457,167,0,0.012406
Partidul Social Democrat,Partidul Social Democrat,,political parties,ROMANIA,"#F9F332",0,1,0,1,1,0,1,0,0,0,0,0.000575,0,27,0.000392,86,0,0.004068
Romanian Government,Romanian Government,,government/executive,ROMANIA,"#F9F332",0,2,0,2,2,0,2,0,0,0,0,0.013403,0,98,0.001079,146,0,0.128749
Axel Springer SE,Axel Springer SE,,media and journalists,GERMANY,"#717F75",0,1,0,1,1,0,1,0,0,0,0,0.000806,0,3,0.000339,314,0,0.00131
Danish company,Danish company,,employers organisations and firms,DENMARK,"#49A75B",0,1,0,1,1,0,1,0,0,0,0,0.004104,0,83,0.000964,182,0,0.036669
letterbox companies,letterbox companies,,employers organisations and firms,NA,"#FFA910",0,3,0,3,3,0,3,0,0,0,0,0.005177,0,70,0.001144,159,0,0.005206
Belastingdienst,Belastingdienst,,other state executive agencies,NETHERLANDS,"#FFB415",7,1,0,1,1,0,1,0,0,0,0,0,0,6,0.000489,327,0,0.00131
Politicians,Politicians,,politicians,NA,"#FFA910",0,6,0,6,6,0,6,0,0,0,0,0.007757,0,47,0.001644,119,0,0.014389
Canada,Canada,,whole polities,CANADA,"#3D8C98",0,2,0,2,2,0,2,0,0,0,0,0.019455,0,83,0.000971,181,0,0.037978
Nationalists and populists,Nationalists and populists,,political parties,NA,"#FFA910",8,1,0,1,1,0,1,0,0,0,0,0,0,7,0.000489,340,0,0.00131
European trade unions,European trade unions,,unions and employees,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.004974,0,3,0.000309,338,0,0.00131
ORF,ORF,,media and journalists,AUSTRIA,"#944863",9,2,0,2,2,0,2,0,0,0,0,0,0,8,0.000713,343,0,0.002619
Mayor of Milan,Mayor of Milan,,government/executive,ITALY,"#B85D6F",10,1,0,1,1,0,1,0,0,0,0,0,0,9,0.000489,348,0,0.00131
MEPs,MEPs,,legislative,EUROPEAN UNION,"#5C9A5C",0,8,0,8,8,0,8,0,0,0,0,0.052232,0,27,0.001636,15,0.017857,0.08087
European Populists / Nationalists,European Populists / Nationalists,,political parties,EUROPEAN UNION,"#5C9A5C",0,6,0,6,6,0,6,0,0,0,0,0.028075,0,3,0.001316,89,0,0.100517
ZDM,ZDM,,other state executive agencies,POLAND,"#FFE428",11,1,0,1,1,0,1,0,0,0,0,0,0,10,0.000489,358,0,0.00131
ECB,ECB,,central banks,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.003837,0,3,0.000366,76,0,0.002574
EHTTA,EHTTA,,other civil society organisations and groups,EUROPEAN UNION,"#5C9A5C",13,1,0,1,1,0,1,0,0,0,0,0,0,12,0.000489,364,0,0.00131
MEP candidates,MEP candidates,,politicians,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.007668,0,3,0.000308,188,0,0.009597
Russians,Russians,,the general public,RUSSIAN FEDERATION,"#E8D430",0,2,0,2,2,0,2,0,0,0,0,0.00282,0,89,0.000581,153,0,0.004648
Britain,Britain,,whole polities,UNITED KINGDOM,"#E879A3",0,5,0,5,5,0,5,0,0,0,0,0.044675,0,33,0.00116,56,0.1,0.157926
Africa,Africa,,whole polities,AFRICA,"#E41A1C",0,1,0,1,1,0,1,0,0,0,0,0.003621,0,71,0.000328,166,0,0.009325
Luxembourg,Luxembourg,,whole polities,LUXEMBOURG,"#F17815",0,7,0,7,7,0,7,0,0,0,0,0.032062,0,51,0.001748,100,0.047619,0.145699
Muslim voters,Muslim voters,,churches and religious organisations and groups,NA,"#FFA910",15,1,0,1,1,0,1,0,0,0,0,0,0,14,0.000489,382,0,0.00131
German courts,German courts,,judiciary,GERMANY,"#717F75",0,2,0,2,2,0,2,0,0,0,0,0.019455,0,83,0.000971,180,0,0.037978
Albania,Albania,,whole polities,ALBANIA,"#D4232A",0,4,0,4,4,0,4,0,0,0,0,0.009231,0,89,0.001489,152,0,0.013943
German Climate Cabinet,German Climate Cabinet,,government/executive,GERMANY,"#717F75",0,1,0,1,1,0,1,0,0,0,0,0.012224,0,71,0.000478,165,0,0.067745
Romania,Romania,,whole polities,ROMANIA,"#F9F332",0,1,0,1,1,0,1,0,0,0,0,0.015352,0,71,0.000272,240,0,0.00131
NFEP&WM,NFEP&WM,,other state executive agencies,POLAND,"#FFE428",17,1,0,1,1,0,1,0,0,0,0,0,0,16,0.000489,403,0,0.00131
Consiglio regionale del Piemonte,Consiglio regionale del Piemonte,,government/executive,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.001113,0,3,0.000376,414,0,0.00131
Maltesa Government,Maltesa Government,,government/executive,MALTA,"#FF8502",0,1,0,1,1,0,1,0,0,0,0,0.001047,0,51,0.000484,103,0,0.007758
Atlantia,Atlantia,,employers organisations and firms,ITALY,"#B85D6F",0,1,0,1,2,0,2,0,0,0,0,0.011311,0,3,0.00071,186,0,0.069907
Camera penale del Piemonte,Camera penale del Piemonte,,judiciary,ITALY,"#B85D6F",18,1,0,1,1,0,1,0,0,0,0,0,0,17,0.000489,422,0,0.00131
Mercosur,Mercosur,,government/executive,SOUTH AMERICA,"#B7772A",0,6,0,6,8,0,8,0,0,0,0,0.025955,0,33,0.002837,87,0.066667,0.151081
Government of Brazil,Government of Brazil,,government/executive,BRAZIL,"#377EB6",0,2,0,2,2,0,2,0,0,0,0,0.015435,0,71,0.000497,239,0,0.002619
NGOs,NGOs,,other civil society organisations and groups,NA,"#FFA910",0,3,0,3,3,0,3,0,0,0,0,0.016821,0,52,0.0015,19,0,0.11155
Italian judiciary,Italian judiciary,,judiciary,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.005372,0,33,0.00028,278,0,0.00131
German embassy in Italy,German embassy in Italy,,government/executive,GERMANY,"#717F75",0,1,0,1,1,0,1,0,0,0,0,0.005372,0,33,0.00028,277,0,0.00131
European transport ministers,European transport ministers,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.013305,0,29,0.00074,144,0,0.125388
Naftohaz,Naftohaz,,employers organisations and firms,UKRAINE,"#E07595",0,2,0,2,2,0,2,0,0,0,0,0.000591,0,21,0.000551,245,0,0.00395
EU Agriculture and Fisheries Council,EU Agriculture and Fisheries Council,,government/executive,EUROPEAN UNION,"#5C9A5C",19,1,0,1,1,0,1,0,0,0,0,0,0,18,0.000489,440,0,0.00131
Oireachtas,Oireachtas,,legislative,IRELAND,"#A5548D",20,1,0,1,1,0,1,0,0,0,0,0,0,19,0.000489,443,0,0.00131
Turkey,Turkey,,whole polities,TURKEY,"#D16D79",0,20,0,20,22,0,22,0,0,0,0,0.084429,0,89,0.007067,8,0.034211,0.352356
European Space Agency,European Space Agency,,government/executive,EUROPEAN UNION,"#5C9A5C",21,1,0,1,1,0,1,0,0,0,0,0,0,20,0.000489,449,0,0.00131
l'Associazione Culturale Lombardia-Russia,l'Associazione Culturale Lombardia-Russia,,other civil society organisations and groups,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.000576,0,3,0.000376,451,0,0.00131
Bundesministerium der Verteidigung,Bundesministerium der Verteidigung,,government/executive,GERMANY,"#717F75",0,2,0,2,3,0,3,0,0,0,0,0.010005,0,27,0.000527,85,0.5,0.026698
Frontex,Frontex,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.00946,0,27,0.000452,84,0,0.025388
Europeans,Europeans,,the general public,EUROPEAN UNION,"#5C9A5C",0,4,0,4,4,0,4,0,0,0,0,0.003982,0,64,0.001393,121,0,0.016406
Iran,Iran,,whole polities,IRAN,"#94539E",0,3,0,3,3,0,3,0,0,0,0,0.005433,0,33,0.000617,275,0,0.003929
Government of Azerbaijan,Government of Azerbaijan,,government/executive,AZERBAIJAN,"#845172",0,4,0,4,4,0,4,0,0,0,0,0.013366,0,51,0.001389,102,0,0.085054
Azerbaijan,Azerbaijan,,whole polities,AZERBAIJAN,"#845172",0,1,0,1,1,0,1,0,0,0,0,0.004048,0,33,0.001681,151,0,0.129083
Croatian Government,Croatian Government,,government/executive,CROATIA,"#419583",0,1,0,1,1,0,1,0,0,0,0,0.015075,0,27,0.000401,71,0,0.027816
EU Digital Commissioner,EU Digital Commissioner,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.002796,0,29,0.000574,148,0,0.015581
Irish Government,Irish Government,,government/executive,IRELAND,"#A5548D",0,2,0,2,2,0,2,0,0,0,0,0.005807,0,47,0.00112,120,0,0.033789
Araya Habte,Araya Habte,,terrorist groups / smugglers / organised crime / spies,ERITREA,"#4EAC4C",22,1,0,1,1,0,1,0,0,0,0,0,0,23,0.000489,471,0,0.00131
Kancelarią Sejmu,Kancelarią Sejmu,,legislative,POLAND,"#FFE428",23,1,0,1,1,0,1,0,0,0,0,0,0,24,0.000489,474,0,0.00131
Tribunale per i Minorenni di Palermo,Tribunale per i Minorenni di Palermo,,judiciary,ITALY,"#B85D6F",24,1,0,1,1,0,1,0,0,0,0,0,0,25,0.000489,481,0,0.00131
Indonesia,Indonesia,,whole polities,INDONESIA,"#8D5C96",0,1,0,1,1,0,1,0,0,0,0,0.004048,0,33,0.001681,150,0,0.129083
Bayerischen Verwaltungsgerichtsbarkeit,Bayerischen Verwaltungsgerichtsbarkeit,,judiciary,GERMANY,"#717F75",0,1,0,1,1,0,1,0,0,0,0,0.006178,0,71,0.000292,427,0,0.00131
Senato della Repubblica,Senato della Repubblica,,legislative,ITALY,"#B85D6F",0,2,0,2,2,0,2,0,0,0,0,0.008832,0,3,0.000524,217,0,0.004466
Remainer MPs,Remainer MPs,,legislative,UNITED KINGDOM,"#E879A3",0,1,0,1,2,0,2,0,0,0,0,0.004649,0,47,0.00093,54,0,0.02204
EUNAVFOR Med,EUNAVFOR Med,,other state executive agencies,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.000409,0,89,0.000312,334,0,0.001706
UK Supreme Court,UK Supreme Court,,judiciary,UNITED KINGDOM,"#E879A3",25,1,0,1,1,0,1,0,0,0,0,0,0,26,0.000489,501,0,0.00131
Italian senator,Italian senator,,politicians,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.010424,0,3,0.000384,88,0,0.027534
Trócsányi & Nagy,Trócsányi & Nagy,,employers organisations and firms,HUNGARY,"#7F6D85",26,1,0,1,1,0,1,0,0,0,0,0,0,28,0.000489,517,0,0.00131
US Security Advisor,US Security Advisor,,government/executive,UNITED STATES,"#EF7DB1",0,1,0,1,1,0,1,0,0,0,0,0.006598,0,89,0.000465,132,0,0.014886
Vice President of EU Commission,Vice President of EU Commission,,government/executive,EUROPEAN UNION,"#5C9A5C",0,2,0,2,4,0,4,0,0,0,0,0.026127,0,70,0.000413,70,0,0.029126
G-7 Heads of State,G-7 Heads of State,,government/executive,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.012224,0,71,0.000478,163,0,0.067745
Romanian politician,Romanian politician,,politicians,ROMANIA,"#F9F332",0,1,0,1,1,0,1,0,0,0,0,0.000078,0,71,0.000376,530,0,0.00131
Banque de France,Banque de France,,central banks,FRANCE,"#6A886D",0,2,0,2,2,0,2,0,0,0,0,0.002546,0,29,0.000534,532,0,0.002619
EU Commissioner for Promoting the European Way of Life,EU Commissioner for Promoting the European Way of Life,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.015075,0,27,0.000401,69,0,0.027816
Austrian Government,Austrian Government,,government/executive,AUSTRIA,"#944863",0,3,0,3,3,0,3,0,0,0,0,0.005415,0,21,0.000657,233,0,0.006642
Catalan seperatists,Catalan seperatists,,civil society organisations and groups,SPAIN,"#AF6729",27,1,0,1,2,0,2,0,0,0,0,0,0,30,0.000663,542,0,0.002498
Catalan residents,Catalan residents,,the general public,SPAIN,"#AF6729",28,1,0,1,1,0,1,0,0,0,0,0,0,31,0.000489,544,0,0.00131
UK Cabinet,UK Cabinet,,government/executive,UNITED KINGDOM,"#E879A3",0,1,0,1,1,0,1,0,0,0,0,0.005775,0,47,0.0008,118,0,0.032083
Ministerstwo Spraw Wewnętrznych,Ministerstwo Spraw Wewnętrznych,,government/executive,POLAND,"#FFE428",0,1,0,1,1,0,1,0,0,0,0,0.00436,0,51,0.000844,134,0,0.016863
Yekîneyên Parastina Gel ,Yekîneyên Parastina Gel ,,military,NA,"#FFA910",0,2,0,2,2,0,2,0,0,0,0,0.009903,0,33,0.000693,306,0,0.003412
Spain,Spain,,whole polities,SPAIN,"#AF6729",0,3,0,3,3,0,3,0,0,0,0,0.006669,0,89,0.000914,131,0,0.017506
German politicians,German politicians,,politicians,GERMANY,"#717F75",0,3,0,3,3,0,3,0,0,0,0,0.005406,0,51,0.000796,101,0,0.019235
Turkish Ministry of Defence,Turkish Ministry of Defence,,government/executive,TURKEY,"#D16D79",29,1,0,1,1,0,1,0,0,0,0,0,0,32,0.000489,563,0,0.00131
ex-ECB President,ex-ECB President,,central banks,EUROPEAN UNION,"#5C9A5C",0,4,0,4,7,0,7,0,0,0,0,0.02779,0,22,0.001064,67,0.5,0.133801
Lombard businesses,Lombard businesses,,employers organisations and firms,ITALY,"#B85D6F",30,1,0,1,1,0,1,0,0,0,0,0,0,34,0.000489,570,0,0.00131
European Round Table for Industry,European Round Table for Industry,,employers organisations and firms,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0,0,27,0.00064,175,0,0.00247
Sinké Claude,Sinké Claude,,terrorist groups / smugglers / organised crime / spies,FRANCE,"#6A886D",0,1,0,1,2,0,2,0,0,0,0,0.000699,0,47,0.000659,183,0,0.006579
Italian poachers,Italian poachers,,the general public,ITALY,"#B85D6F",31,1,0,1,1,0,1,0,0,0,0,0,0,35,0.000489,577,0,0.00131
Podemos,Podemos,,political parties,SPAIN,"#AF6729",0,2,0,2,2,0,2,0,0,0,0,0.003276,0,85,0.004308,33,0,0.028144
Parlament de Catalunya,Parlament de Catalunya,,legislative,SPAIN,"#AF6729",27,1,0,1,1,0,1,0,0,0,0,0,0,30,0.000663,541,0,0.002498
Moldovan MPs ,Moldovan MPs ,,legislative,MOLDOVA,"#FF9D0C",0,1,0,1,1,0,1,0,0,0,0,0,0,21,0.000982,49,0,0.006365
Isis,Isis,,terrorist groups / smugglers / organised crime / spies,POLAND,"#FFE428",32,4,0,4,4,0,4,0,0,0,0,0,0,90,0.000932,600,0,0.005635
UN member states,UN member states,,government/executive,NA,"#FFA910",32,1,0,1,1,0,1,0,0,0,0,0,0,90,0.000376,603,0,0.00131
Komisje nadzwyczajne,Komisje nadzwyczajne,,legislative,POLAND,"#FFE428",0,1,0,1,1,0,1,0,0,0,0,0,0,51,0.000979,135,0,0.006565
Mayor of Warsaw,Mayor of Warsaw,,government/executive,POLAND,"#FFE428",0,1,0,1,1,0,1,0,0,0,0,0.000645,0,51,0.000376,605,0,0.00131
Ministerstwo Edukacji,Ministerstwo Edukacji,,government/executive,POLAND,"#FFE428",33,1,0,1,1,0,1,0,0,0,0,0,0,36,0.000489,607,0,0.00131
Ministerstwo Finansów,Ministerstwo Finansów,,government/executive,POLAND,"#FFE428",34,2,0,2,2,0,2,0,0,0,0,0,0,37,0.000904,609,0,0.003015
Președintele României,Președintele României,,government/executive,ROMANIA,"#F9F332",35,1,0,1,1,0,1,0,0,0,0,0,0,38,0.000489,617,0,0.00131
Web giants,Web giants,,employers organisations and firms,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.00465,0,33,0.000296,202,0,0.00131
Multinationals,Multinationals,,employers organisations and firms,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.00078,0,27,0.000533,60,0,0.009144
Air Nostrum ,Air Nostrum ,,employers organisations and firms,SPAIN,"#AF6729",0,1,0,1,1,0,1,0,0,0,0,0,0,3,0.000498,354,0,0.001706
McDonalds,McDonalds,,employers organisations and firms,UNITED STATES,"#EF7DB1",37,1,0,1,1,0,1,0,0,0,0,0,0,40,0.000489,622,0,0.00131
Single Resolution Board,Single Resolution Board,,other state executive agencies,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.00189,0,22,0.000932,63,0,0.026231
EU Commissioner for Internal Market,EU Commissioner for Internal Market,,government/executive,EUROPEAN UNION,"#5C9A5C",0,2,0,2,2,0,2,0,0,0,0,0.019943,0,27,0.000454,59,0.5,0.031008
Bundesministerium für Wirtschaft ,Bundesministerium für Wirtschaft ,,government/executive,GERMANY,"#717F75",0,1,0,1,1,0,1,0,0,0,0,0.010683,0,71,0.00028,231,0,0.001771
Young people,Young people,,the general public,NA,"#FFA910",38,1,0,1,1,0,1,0,0,0,0,0,0,41,0.000376,638,0,0.00131
Government of Uganda,Government of Uganda,,government/executive,UGANDA,"#D97187",39,1,0,1,1,0,1,0,0,0,0,0,0,42,0.000489,640,0,0.00131
Consumers,Consumers,,the general public,NA,"#FFA910",38,1,0,1,1,0,1,0,0,0,0,0,0,41,0.000376,637,0,0.00131
Miners,Miners,,unions and employees,NA,"#FFA910",40,1,0,1,1,0,1,0,0,0,0,0,0,43,0.000489,642,0,0.00131
EU Commission for Transport,EU Commission for Transport,,government/executive,EUROPEAN UNION,"#5C9A5C",41,1,0,1,1,0,1,0,0,0,0,0,0,44,0.000489,644,0,0.00131
BAE Systems,BAE Systems,,employers organisations and firms,UNITED KINGDOM,"#E879A3",42,1,0,1,1,0,1,0,0,0,0,0,0,45,0.000489,651,0,0.00131
Libyan Ambassador in Greece,Libyan Ambassador in Greece,,government/executive,LIBYA,"#DE6F33",0,1,0,1,1,0,1,0,0,0,0,0.003762,0,33,0.000329,203,0,0.001765
Bundesnachrichtendienst,Bundesnachrichtendienst,,other state executive agencies,GERMANY,"#717F75",43,1,0,1,1,0,1,0,0,0,0,0,0,46,0.000489,657,0,0.00131
General Secretariat of the EU Council,General Secretariat of the EU Council,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.000057,0,29,0.001025,13,0,0.01959
ECB Governing Council,ECB Governing Council,,central banks,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.003618,0,22,0.000436,66,0,0.021627
Syriza,Syriza,,political parties,GREECE,"#78767D",0,1,0,1,1,0,1,0,0,0,0,0.006178,0,71,0.000292,426,0,0.00131
Huawei,Huawei,,employers organisations and firms,CHINA,"#3F908E",0,1,0,1,1,0,1,0,0,0,0,0.015075,0,27,0.000401,57,0,0.027816
Smugglers,Smugglers,,terrorist groups / smugglers / organised crime / spies,NA,"#FFA910",0,4,0,4,4,0,4,0,0,0,0,0,0,60,0.001733,184,0,0.012869
Asylum seekers,Asylum seekers,,the general public,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0,0,89,0.000376,668,0,0.00131
GIOŚ,GIOŚ,,other state executive agencies,POLAND,"#FFE428",0,3,0,3,3,0,3,0,0,0,0,0.010991,0,27,0.00067,197,0,0.017906
People,People,,the general public,NA,"#FFA910",45,1,0,1,1,0,1,0,0,0,0,0,0,49,0.000489,684,0,0.00131
UK universities,UK universities,,educational professionals and organisations,UNITED KINGDOM,"#E879A3",0,2,0,2,2,0,2,0,0,0,0,0.002761,0,29,0.000564,686,0,0.002619
House of European History,House of European History,,educational professionals and organisations,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.004594,0,27,0.000711,17,0,0.040543
Alstom/Siemens,Alstom/Siemens,,employers organisations and firms,FRANCE,"#6A886D",0,1,0,1,1,0,1,0,0,0,0,0.003056,0,51,0.000335,99,0,0.002336
Poles,Poles,,the general public,POLAND,"#FFE428",0,2,0,2,2,0,2,0,0,0,0,0.001271,0,64,0.000534,696,0,0.002619
Energy companies,Energy companies,,employers organisations and firms,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.000022,0,64,0.000403,699,0,0.001706
Indians,Indians,,the general public,INDIA,"#86648D",0,1,0,1,1,0,1,0,0,0,0,0.000022,0,64,0.000403,698,0,0.001706
Brazilian authorities,Brazilian authorities,,government/executive,BRAZIL,"#377EB6",0,1,0,1,1,0,1,0,0,0,0,0.004048,0,33,0.001681,149,0,0.129083
Polish authorities,Polish authorities,,government/executive,POLAND,"#FFE428",0,2,0,2,2,0,2,0,0,0,0,0.018906,0,33,0.000384,92,0,0.021111
Lega Nord-M5S,Lega Nord-M5S,,political parties,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.008785,0,3,0.000299,216,0,0.003156
Ministero dell'Istruzione,Ministero dell'Istruzione,,government/executive,ITALY,"#B85D6F",46,1,0,1,1,0,1,0,0,0,0,0,0,53,0.000376,707,0,0.00131
Committee on Agriculture and Rural Development,Committee on Agriculture and Rural Development,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.003676,0,33,0.000298,303,0,0.001765
Sicilian mafia,Sicilian mafia,,terrorist groups / smugglers / organised crime / spies,ITALY,"#B85D6F",48,1,0,1,1,0,1,0,0,0,0,0,0,55,0.000489,718,0,0.00131
AGEA,AGEA,,other state executive agencies,ITALY,"#B85D6F",49,1,0,1,1,0,1,0,0,0,0,0,0,56,0.000489,720,0,0.00131
ChristenUnie - Staatskundig Gereformeerde Partij,ChristenUnie - Staatskundig Gereformeerde Partij,,political parties,NETHERLANDS,"#FFB415",0,1,0,1,1,0,1,0,0,0,0,0.001327,0,89,0.000302,626,0,0.00131
Prokuratura Krajowa,Prokuratura Krajowa,,judiciary,POLAND,"#FFE428",50,1,0,1,1,0,1,0,0,0,0,0,0,57,0.000376,723,0,0.00131
US citizens,US citizens,,the general public,UNITED STATES,"#EF7DB1",51,1,0,1,1,0,1,0,0,0,0,0,0,58,0.000489,734,0,0.00131
American citizens,American citizens,,the general public,UNITED STATES,"#EF7DB1",0,1,0,1,1,0,1,0,0,0,0,0.000206,0,33,0.000376,736,0,0.00131
Foreign ambassadors in Italy,Foreign ambassadors in Italy,,government/executive,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.001428,0,27,0.000393,81,0,0.005184
Italian political parties,Italian political parties,,political parties,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.011408,0,3,0.000275,353,0,0.00131
Italians,Italians,,the general public,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.011894,0,3,0.000352,196,0,0.032541
Aosta,Aosta,,whole polities,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.011894,0,3,0.000352,195,0,0.032541
European companies,European companies,,employers organisations and firms,NA,"#FFA910",0,2,0,2,2,0,2,0,0,0,0,0.000073,0,29,0.000601,739,0,0.002619
Gordienko Yegor,Gordienko Yegor,,terrorist groups / smugglers / organised crime / spies,RUSSIAN FEDERATION,"#E8D430",52,1,0,1,1,0,1,0,0,0,0,0,0,59,0.000489,744,0,0.00131
GRU,GRU,,military,RUSSIAN FEDERATION,"#E8D430",0,3,0,3,3,0,3,0,0,0,0,0.020563,0,47,0.002357,32,0.5,0.152432
SMEs,SMEs,,employers organisations and firms,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.013305,0,29,0.00074,143,0,0.125388
Ospedale di Codogno,Ospedale di Codogno,,other state executive agencies,ITALY,"#B85D6F",0,2,0,2,2,0,2,0,0,0,0,0.011959,0,3,0.000577,194,0,0.03385
Presidente della Marche,Presidente della Marche,,government/executive,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.011894,0,3,0.000352,193,0,0.032541
Lombardy,Lombardy,,whole polities,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.011311,0,3,0.00071,4,0,0.069907
European people,European people,,the general public,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.003618,0,22,0.000436,65,0,0.021627
Organisers,Organisers,,civil society organisations and groups,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.000676,0,47,0.000376,467,0,0.00131
EU foreign nationals,EU foreign nationals,,the general public,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.006598,0,89,0.000465,130,0,0.014886
OPEC,OPEC,,employers organisations and firms,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.000024,0,21,0.000659,125,0,0.008211
US troops,US troops,,military,UNITED STATES,"#EF7DB1",0,1,0,1,1,0,1,0,0,0,0,0,0,51,0.000536,109,0,0.002627
Financial representatives,Financial representatives,,employers organisations and firms,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.00436,0,51,0.000844,133,0,0.016863
Consiglio dei ministri,Consiglio dei ministri,,government/executive,ITALY,"#B85D6F",0,3,0,3,3,0,3,0,0,0,0,0.015087,0,3,0.000886,187,0.5,0.056765
Italian Government / politicians,Italian Government / politicians,,government/executive,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.011408,0,3,0.000275,352,0,0.00131
Le regioni,Le regioni,,whole polities,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.000802,0,3,0.000381,350,0,0.001706
Palazzo Chigi,Palazzo Chigi,,government/executive,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.00169,0,3,0.000339,751,0,0.00131
