Id,Label,timeset,mode,act_type,nat,colour,componentnumber,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,clustering,triangles,eigencentrality
Union des Théâtres de l'Europe,Union des Théâtres de l'Europe,,1,media and journalists,EUROPEAN UNION,"#5C9A5C",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Central Statistics Office,Central Statistics Office,,1,other state executive agencies,IRELAND,"#A5548D",0,1,1,6,0.216331,0.225403,0,0.000038,0.000377,23,0.000879,0,0,0.001189
EU Commissioner for Justice,EU Commissioner for Justice,,1,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Eurooppaministeri,Eurooppaministeri,,1,government/executive,FINLAND,"#639164",23,1,1,1,1,1,0,0,0,39,0.001582,0,0,0.000763
Ministerstwo Spraw Zagranicznych,Ministerstwo Spraw Zagranicznych,,1,government/executive,POLAND,"#FFE428",0,2,3,6,0.264929,0.296959,423.041375,0.001222,0.012299,37,0.001298,0,0,0.027503
Lietuvos Respublikos Prezidentas,Lietuvos Respublikos Prezidentas,,1,government/executive,LITHUANIA,"#E77424",19,1,1,2,0.6,0.666667,0,0,0,19,0.001098,0,0,0.001004
utrikesminister,utrikesminister,,1,government/executive,SWEDEN,"#AC5933",0,1,1,7,0.216667,0.231383,0,0.000178,0.00179,37,0.000765,0,0,0.004452
Wolne Sądy,Wolne Sądy,,1,solidarity and human rights organisations,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Sąd Rejonowy Poznan,Sąd Rejonowy Poznan,,1,judiciary,POLAND,"#FFE428",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Iustitia,Iustitia,,1,judiciary,POLAND,"#FFE428",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Handelsblatt,Handelsblatt,,1,media and journalists,GERMANY,"#717F75",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Commerzbank,Commerzbank,,1,employers organisations and firms,GERMANY,"#717F75",0,1,2,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Kampania Przeciw Homofobii,Kampania Przeciw Homofobii,,1,solidarity and human rights organisations,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
"#UniteCyprusNow ","#UniteCyprusNow ",,1,civil society organisations and groups,CYPRUS,"#459E6F",0,1,1,8,0.19356,0.203865,0,0.000029,0.000294,30,0.000884,0,0,0.001307
Litvinchuk Vyacheslav,Litvinchuk Vyacheslav,,1,solidarity and human rights organisations,BELARUS,"#745A80",0,1,1,7,0.216667,0.231383,0,0.000178,0.00179,37,0.000765,0,0,0.004452
BYhelp,BYhelp,,1,solidarity and human rights organisations,BELARUS,"#745A80",0,1,3,7,0.216667,0.231383,0,0.000178,0.00179,37,0.000765,0,0,0.004452
PandaDoc,PandaDoc,,1,employers organisations and firms,UNITED STATES,"#EF7DB1",0,1,1,7,0.216667,0.231383,0,0.000178,0.00179,37,0.000765,0,0,0.004452
Deepdee,Deepdee,,1,employers organisations and firms,BELARUS,"#745A80",0,1,1,7,0.216667,0.231383,0,0.000178,0.00179,37,0.000765,0,0,0.004452
Chinese Government,Chinese Government,,1,government/executive,CHINA,"#3F908E",0,1,1,6,0.240534,0.256231,0,0.000485,0.004881,32,0.000727,0,0,0.009101
Confindustria Toscana,Confindustria Toscana,,1,employers organisations and firms,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Mayor of Arezzo,Mayor of Arezzo,,1,government/executive,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Socialistische Partij,Socialistische Partij,,1,political parties,NETHERLANDS,"#FFB415",0,1,1,8,0.207037,0.227389,0,0.000307,0.003084,36,0.000775,0,0,0.0071
Greek PM,Greek PM,,1,government/executive,GREECE,"#78767D",0,1,1,8,0.201514,0.212243,0,0.000063,0.000634,32,0.000774,0,0,0.001426
Centraal Plan Bureau,Centraal Plan Bureau,,1,other state executive agencies,NETHERLANDS,"#FFB415",0,1,2,8,0.207037,0.227389,0,0.000307,0.003084,36,0.000775,0,0,0.0071
Bionext,Bionext,,1,farmers and agricultural organisations,NETHERLANDS,"#FFB415",0,1,1,8,0.207037,0.227389,0,0.000307,0.003084,36,0.000775,0,0,0.0071
Facebook,Facebook,,1,employers organisations and firms,ITALY,"#B85D6F",0,1,1,8,0.172851,0.183401,0,0.000005,0.000048,2,0.000889,0,0,0.001702
EU Commissioner for Home Affairs,EU Commissioner for Home Affairs,,1,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
EMCDDA,EMCDDA,,1,other state executive agencies,EUROPEAN UNION,"#5C9A5C",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Bundesversammlung,Bundesversammlung,,1,legislative,SWITZERLAND,"#B35D41",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Avenir Suisse,Avenir Suisse,,1,other scientific and research professionals and institutions,SWITZERLAND,"#B35D41",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
EU Commissioner for Health,EU Commissioner for Health,,1,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Reuters,Reuters,,1,media and journalists,UNITED KINGDOM,"#E879A3",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
PWEA,PWEA,,1,employers organisations and firms,POLAND,"#FFE428",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Ministry of Foreign Affairs of Russia,Ministry of Foreign Affairs of Russia,,1,government/executive,RUSSIAN FEDERATION,"#E8D430",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Foreign Ministry of Belarus,Foreign Ministry of Belarus,,1,government/executive,BELARUS,"#745A80",0,1,1,7,0.216667,0.231383,0,0.000178,0.00179,37,0.000765,0,0,0.004452
British-Polish Chamber of Commerce,British-Polish Chamber of Commerce,,1,employers organisations and firms,UNITED KINGDOM,"#E879A3",0,1,1,7,0.217679,0.234573,0,0.000104,0.00105,24,0.00083,0,0,0.005036
Gaweł Rafał,Gaweł Rafał,,1,activists and protestors,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Netherlands,Netherlands,,1,government/executive,NETHERLANDS,"#FFB415",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Agenzia delle dogane e dei Monopoli,Agenzia delle dogane e dei Monopoli,,1,other state executive agencies,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Bulgarian Institute for Legal Initiatives,Bulgarian Institute for Legal Initiatives,,1,civil society organisations and groups,BULGARIA,"#3983AC",0,1,1,8,0.195865,0.205803,0,0.00003,0.000302,36,0.000898,0,0,0.001079
Ministère de l'Europe,Ministère de l'Europe,,1,government/executive,FRANCE,"#6A886D",0,2,3,6,0.314398,0.354621,1469.179546,0.006484,0.065232,22,0.001315,0,0,0.067117
Lapuente Víctor,Lapuente Víctor,,1,educational professionals and organisations,SPAIN,"#AF6729",0,1,1,6,0.238278,0.246363,0,0.000139,0.001402,31,0.000766,0,0,0.003041
Neue Soziale Marktwirtschaft,Neue Soziale Marktwirtschaft,,1,economists and financial experts,GERMANY,"#717F75",0,1,1,6,0.237267,0.253846,0,0.000546,0.005496,17,0.000734,0,0,0.009069
Government of Turkish-Cyprus,Government of Turkish-Cyprus,,1,government/executive,CYPRUS,"#459E6F",0,1,1,8,0.19356,0.203865,0,0.000029,0.000294,30,0.000884,0,0,0.001307
Belgian Government,Belgian Government,,1,government/executive,BELGIUM,"#64638E",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Centre for Liberal Strategies,Centre for Liberal Strategies,,1,other scientific and research professionals and institutions,BULGARIA,"#3983AC",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
L'Istituto Affari Internazionali ,L'Istituto Affari Internazionali ,,1,other scientific and research professionals and institutions,ITALY,"#B85D6F",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
European Council on Foreign Relations,European Council on Foreign Relations,,1,other scientific and research professionals and institutions,UNITED KINGDOM,"#E879A3",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Stanford University,Stanford University,,1,educational professionals and organisations,UNITED STATES,"#EF7DB1",0,1,1,8,0.172851,0.183401,0,0.000005,0.000048,2,0.000889,0,0,0.001702
Carnegie,Carnegie,,1,other scientific and research professionals and institutions,UNITED STATES,"#EF7DB1",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Naval'nyj Aleksej,Naval'nyj Aleksej,,1,politicians,RUSSIAN FEDERATION,"#E8D430",1,1,1,2,0.666667,0.75,0,0,0,27,0.001219,0,0,0.000883
vox,vox,,1,political parties,SPAIN,"#AF6729",0,1,1,6,0.238278,0.246363,0,0.000139,0.001402,31,0.000766,0,0,0.003041
Partido Popular,Partido Popular,,1,political parties,SPAIN,"#AF6729",0,1,1,6,0.238278,0.246363,0,0.000139,0.001402,31,0.000766,0,0,0.003041
Polish MEPs,Polish MEPs,,1,legislative,POLAND,"#FFE428",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Koalicja Obywatelska,Koalicja Obywatelska,,1,political parties,POLAND,"#FFE428",0,1,2,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
ECDC ,ECDC ,,1,other state executive agencies,EUROPEAN UNION,"#5C9A5C",5,1,1,2,0.571429,0.625,0,0,0,6,0.001037,0,0,0.001127
Slovak PM,Slovak PM,,1,government/executive,SLOVAKIA,"#C7962C",24,1,1,1,1,1,0,0,0,40,0.001582,0,0,0.000763
Die Welt,Die Welt,,1,media and journalists,GERMANY,"#717F75",0,1,2,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Warsaw University,Warsaw University,,1,educational professionals and organisations,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Aborcyjny Dream Team,Aborcyjny Dream Team,,1,solidarity and human rights organisations,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Ministerio de Sanidad,Ministerio de Sanidad,,1,government/executive,SPAIN,"#AF6729",0,1,1,6,0.238278,0.246363,0,0.000139,0.001402,31,0.000766,0,0,0.003041
Blackrock,Blackrock,,1,employers organisations and firms,UNITED STATES,"#EF7DB1",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Van Ranst Marc,Van Ranst Marc,,1,other scientific and research professionals and institutions,BELGIUM,"#64638E",22,1,1,2,0.666667,0.75,0,0,0,38,0.001219,0,0,0.000883
Wethouders van Rotterdam,Wethouders van Rotterdam,,1,government/executive,NETHERLANDS,"#FFB415",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Ministry of National Defense of Turkey,Ministry of National Defense of Turkey,,1,government/executive,TURKEY,"#D16D79",0,1,1,6,0.224318,0.234109,0,0.000071,0.000716,30,0.000785,0,0,0.002048
Der Spiegel,Der Spiegel,,1,media and journalists,GERMANY,"#717F75",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Ministère des Santé,Ministère des Santé,,1,government/executive,FRANCE,"#6A886D",0,1,1,8,0.205515,0.218952,0,0.000096,0.000968,22,0.000798,0,0,0.002747
US Democratic Party,US Democratic Party,,1,political parties,UNITED STATES,"#EF7DB1",0,1,1,8,0.172851,0.183401,0,0.000005,0.000048,2,0.000889,0,0,0.001702
Coldiretti,Coldiretti,,1,farmers and agricultural organisations,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Comune di Carolei,Comune di Carolei,,1,government/executive,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Presidente della Lombardia,Presidente della Lombardia,,1,government/executive,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Comune di Montefranco,Comune di Montefranco,,1,government/executive,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Eurostat,Eurostat,,1,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Grosser Pierre,Grosser Pierre,,1,media and journalists,FRANCE,"#6A886D",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Xueqin Jiang,Xueqin Jiang,,1,media and journalists,CHINA,"#3F908E",0,1,1,8,0.1995,0.210365,0,0.000062,0.000629,29,0.000799,0,0,0.001527
Humboldt University,Humboldt University,,1,educational professionals and organisations,NETHERLANDS,"#FFB415",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Al-Azhar Institute,Al-Azhar Institute,,1,educational professionals and organisations,EGYPT,"#4BAB51",0,1,1,6,0.240534,0.256231,0,0.000485,0.004881,32,0.000727,0,0,0.009101
Utrecht University,Utrecht University,,1,educational professionals and organisations,NETHERLANDS,"#FFB415",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Magyarország külügyminisztere,Magyarország külügyminisztere,,1,government/executive,HUNGARY,"#7F6D85",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Demokratikus Koalicio,Demokratikus Koalicio,,1,political parties,HUNGARY,"#7F6D85",0,1,1,8,0.193963,0.205714,0,0.000059,0.000595,28,0.000842,0,0,0.002089
Góralczyk Bogdan,Góralczyk Bogdan,,1,educational professionals and organisations,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Ministerstwo Skarbu Państwa,Ministerstwo Skarbu Państwa,,1,government/executive,POLAND,"#FFE428",0,1,2,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Ministerstwo Nauk,Ministerstwo Nauk,,1,government/executive,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Warsaw School of Economics,Warsaw School of Economics,,1,educational professionals and organisations,POLAND,"#FFE428",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Koalicja Sojuszu Lewicy Demokratycznej i Unii Pracy,Koalicja Sojuszu Lewicy Demokratycznej i Unii Pracy,,1,political parties,POLAND,"#FFE428",0,2,2,5,0.345916,0.388551,1195.941581,0.007432,0.074773,21,0.001287,0,0,0.087421
Huasner Jerzy,Huasner Jerzy,,1,former states(wo)men,POLAND,"#FFE428",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Kwaśniewski Aleksander,Kwaśniewski Aleksander,,1,former states(wo)men,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Rada Ministrów Rzeczypospolitej,Rada Ministrów Rzeczypospolitej,,1,government/executive,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
OKO.press,OKO.press,,1,media and journalists,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
RMF FM,RMF FM,,1,media and journalists,POLAND,"#FFE428",0,1,2,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Partija Vienotiba,Partija Vienotiba,,1,political parties,LATVIA,"#D46B42",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,,1,political parties,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Rzeczpospolita,Rzeczpospolita,,1,media and journalists,POLAND,"#FFE428",0,1,1,8,0.194097,0.205863,0,0.00003,0.000298,26,0.000883,0,0,0.001922
Straż Graniczna,Straż Graniczna,,1,police and internal security agencies,POLAND,"#FFE428",0,1,1,8,0.194097,0.205863,0,0.00003,0.000298,26,0.000883,0,0,0.001922
Nowak Piotr,Nowak Piotr,,1,other scientific and research professionals and institutions,SWEDEN,"#AC5933",0,1,1,7,0.214176,0.225181,0,0.000036,0.000363,33,0.00086,0,0,0.001806
Tegnell Anders,Tegnell Anders,,1,other scientific and research professionals and institutions,SWEDEN,"#AC5933",0,1,1,7,0.214176,0.225181,0,0.000036,0.000363,33,0.00086,0,0,0.001806
Calmfors Lars,Calmfors Lars,,1,economists and financial experts,SWEDEN,"#AC5933",0,1,1,7,0.214176,0.225181,0,0.000036,0.000363,33,0.00086,0,0,0.001806
Stockholms läns sjukvårdsområde,Stockholms läns sjukvårdsområde,,1,other state executive agencies,SWEDEN,"#AC5933",0,1,1,7,0.214176,0.225181,0,0.000036,0.000363,33,0.00086,0,0,0.001806
Dompé Sergio,Dompé Sergio,,1,employers organisations and firms,ITALY,"#B85D6F",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Schivardi Fabiano,Schivardi Fabiano,,1,economists and financial experts,ITALY,"#B85D6F",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Ref Ricerche,Ref Ricerche,,1,other scientific and research professionals and institutions,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Farmindustria,Farmindustria,,1,farmers and agricultural organisations,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
NMS Group,NMS Group,,1,employers organisations and firms,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
IDeA,IDeA,,1,political parties,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Marcegaglia Emma,Marcegaglia Emma,,1,employers organisations and firms,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Daily Mail,Daily Mail,,1,media and journalists,UNITED KINGDOM,"#E879A3",0,1,1,7,0.217679,0.234573,0,0.000104,0.00105,24,0.00083,0,0,0.005036
Guardian,Guardian,,1,media and journalists,UNITED KINGDOM,"#E879A3",0,1,1,7,0.217679,0.234573,0,0.000104,0.00105,24,0.00083,0,0,0.005036
Home Office,Home Office,,1,other professional organisations and groups,UNITED KINGDOM,"#E879A3",0,1,1,7,0.217679,0.234573,0,0.000104,0.00105,24,0.00083,0,0,0.005036
Ministère des Affaires étrangères FR,Ministère des Affaires étrangères FR,,1,government/executive,FRANCE,"#6A886D",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Ministerstwo Infrastruktury,Ministerstwo Infrastruktury,,1,government/executive,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Italia Viva,Italia Viva,,1,political parties,ITALY,"#B85D6F",0,1,2,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
European Medicines Agency,European Medicines Agency,,1,other state executive agencies,EUROPEAN UNION,"#5C9A5C",0,1,3,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
BioNTech,BioNTech,,1,employers organisations and firms,GERMANY,"#717F75",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Conftrasporto-Confcommercio,Conftrasporto-Confcommercio,,1,employers organisations and firms,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
UK Chief Medical Officer,UK Chief Medical Officer,,1,government/executive,UNITED KINGDOM,"#E879A3",0,1,1,7,0.217679,0.234573,0,0.000104,0.00105,24,0.00083,0,0,0.005036
Supreme Leader,Supreme Leader,,1,government/executive,IRAN,"#94539E",25,1,1,1,1,1,0,0,0,41,0.001582,0,0,0.000763
Hungarian opposition parties,Hungarian opposition parties,,1,political parties,HUNGARY,"#7F6D85",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Rządowej Agencji Rezerw Strategicznych,Rządowej Agencji Rezerw Strategicznych,,1,government/executive,POLAND,"#FFE428",0,1,2,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Federa,Federa,,1,solidarity and human rights organisations,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
University of Leiden,University of Leiden,,1,educational professionals and organisations,NETHERLANDS,"#FFB415",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
poland constituency,poland constituency,,2,constituency/group,POLAND,"#FFE428",0,101,208,5,0.351572,0.44189,46908.466214,0.157626,0.015667,21,0.063292,0,0,0.295536
france constituency,france constituency,,2,constituency/group,FRANCE,"#6A886D",0,12,19,7,0.258557,0.288223,5003.191439,0.014526,0.001444,22,0.00791,0,0,0.023352
european union constituency,european union constituency,,2,constituency/group,EUROPEAN UNION,"#5C9A5C",0,216,424,5,0.450806,0.59523,113281.119785,0.963873,0.095806,23,0.131212,0,0,1
united kingdom constituency,united kingdom constituency,,2,constituency/group,UNITED KINGDOM,"#E879A3",0,28,45,6,0.278109,0.320781,13675.461859,0.015752,0.001566,24,0.019518,0,0,0.042942
italy constituency,italy constituency,,2,constituency/group,ITALY,"#B85D6F",0,88,207,5,0.325758,0.414252,37258.222902,0.140415,0.013957,25,0.056152,0,0,0.247064
regional / global constituency,regional / global constituency,,2,constituency/group,REGIONAL / GLOBAL,"#FFFB31",0,38,43,5,0.316535,0.360584,13712.199659,0.073212,0.007277,32,0.021862,0,0,0.111188
ukraine constituency,ukraine constituency,,2,constituency/group,UKRAINE,"#E07595",0,9,10,7,0.240741,0.265653,4436,0.004463,0.000444,26,0.006835,0,0,0.011239
russia constituency,russia constituency,,2,constituency/group,RUSSIA,"#F0E431",1,2,2,1,1,1,1,0,0,27,0.002309,0,0,0.001545
malta constituency,malta constituency,,2,constituency/group,MALTA,"#FF8502",2,2,3,1,1,1,1,0,0,0,0.002309,0,0,0.001545
netherlands constituency,netherlands constituency,,2,constituency/group,NETHERLANDS,"#FFB415",0,35,62,7,0.260971,0.312761,13878.368915,0.046263,0.004598,36,0.022109,0,0,0.075006
hungary constituency,hungary constituency,,2,constituency/group,HUNGARY,"#7F6D85",0,9,13,7,0.240534,0.265414,3885.5,0.008926,0.000887,28,0.006399,0,0,0.014901
germany constituency,germany constituency,,2,constituency/group,GERMANY,"#717F75",0,38,61,5,0.310901,0.356768,12819.351642,0.082436,0.008194,17,0.022168,0,0,0.1115
romania constituency,romania constituency,,2,constituency/group,ROMANIA,"#F9F332",3,1,1,1,1,1,0,0,0,1,0.001582,0,0,0.000763
austria constituency,austria constituency,,2,constituency/group,AUSTRIA,"#944863",4,3,5,1,1,1,3,0,0,3,0.003036,0,0,0.002347
united states constituency,united states constituency,,2,constituency/group,UNITED STATES,"#EF7DB1",0,8,17,7,0.208894,0.230237,3885,0.000727,0.000072,2,0.006125,0,0,0.008161
china constituency,china constituency,,2,constituency/group,CHINA,"#3F908E",0,4,4,7,0.249109,0.270602,1118.837978,0.009429,0.000937,29,0.002643,0,0,0.011697
czech republic constituency,czech republic constituency,,2,constituency/group,CZECH REPUBLIC,"#47A265",5,4,6,1,1,1,6,0,0,6,0.003762,0,0,0.003169
luxembourg constituency,luxembourg constituency,,2,constituency/group,LUXEMBOURG,"#F17815",6,4,4,1,1,1,6,0,0,4,0.003762,0,0,0.003169
albania constituency,albania constituency,,2,constituency/group,ALBANIA,"#D4232A",7,2,2,1,1,1,1,0,0,5,0.002309,0,0,0.001545
sri lanka constituency,sri lanka constituency,,2,constituency/group,SRI LANKA,"#A75828",8,1,1,1,1,1,0,0,0,7,0.001582,0,0,0.000763
moldova constituency,moldova constituency,,2,constituency/group,MOLDOVA,"#FF9D0C",9,2,2,1,1,1,1,0,0,8,0.002309,0,0,0.001545
cyprus constituency,cyprus constituency,,2,constituency/group,CYPRUS,"#459E6F",0,4,4,7,0.239914,0.260137,1671,0.004411,0.000438,30,0.003043,0,0,0.007002
northern ireland constituency,northern ireland constituency,,2,constituency/group,NORTHERN IRELAND,"#FFC01A",10,4,4,1,1,1,6,0,0,15,0.003762,0,0,0.003169
libya constituency,libya constituency,,2,constituency/group,LIBYA,"#DE6F33",0,2,3,7,0.267208,0.287358,191.397723,0.005725,0.000569,17,0.001292,0,0,0.008068
tibet constituency,tibet constituency,,2,constituency/group,TIBET,"#C2655D",11,1,1,1,1,1,0,0,0,9,0.001582,0,0,0.000763
turkey constituency,turkey constituency,,2,constituency/group,TURKEY,"#D16D79",0,7,11,5,0.289038,0.310137,2659.075965,0.010733,0.001067,30,0.004503,0,0,0.017065
syria constituency,syria constituency,,2,constituency/group,SYRIA,"#BB614F",0,3,3,7,0.26619,0.28715,1115,0.005702,0.000567,17,0.002178,0,0,0.008673
armenia constituency,armenia constituency,,2,constituency/group,ARMENIA,"#B43547",12,1,1,1,1,1,0,0,0,10,0.001582,0,0,0.000763
spain constituency,spain constituency,,2,constituency/group,SPAIN,"#AF6729",0,11,13,5,0.31264,0.331783,4187.313733,0.021025,0.00209,31,0.006839,0,0,0.030927
israel constituency,israel constituency,,2,constituency/group,ISRAEL,"#AF587E",13,3,3,1,1,1,3,0,0,12,0.003036,0,0,0.002347
palestine constituency,palestine constituency,,2,constituency/group,PALESTINE,"#FFD823",14,1,1,1,1,1,0,0,0,11,0.001582,0,0,0.000763
scotland constituency,scotland constituency,,2,constituency/group,SCOTLAND,"#D8B52E",15,1,1,1,1,1,0,0,0,13,0.001582,0,0,0.000763
denmark constituency,denmark constituency,,2,constituency/group,DENMARK,"#49A75B",0,4,6,5,0.283469,0.302117,1119.58255,0.011118,0.001105,14,0.002579,0,0,0.015349
brazil constituency,brazil constituency,,2,constituency/group,BRAZIL,"#377EB6",16,2,3,1,1,1,1,0,0,16,0.002309,0,0,0.001545
greece constituency,greece constituency,,2,constituency/group,GREECE,"#78767D",0,3,3,7,0.252256,0.273196,571.925893,0.009507,0.000945,32,0.001893,0,0,0.011221
bosnia constituency,bosnia constituency,,2,constituency/group,BOSNIA,"#546C9D",0,1,1,7,0.197527,0.21196,0,0.000627,0.000062,25,0.00089,0,0,0.002051
serbia constituency,serbia constituency,,2,constituency/group,SERBIA,"#D0A62D",17,1,1,1,1,1,0,0,0,18,0.001582,0,0,0.000763
